search URL:,https://patents.google.com/?q=%28logistics+automation+inventory+management+distribution+system+freight+management+warehousing+supply+chain+or+transportation%29&page=1&oq=logistics+or+automation+or+inventory+management+or+distribution+system+or+freight+management+or+warehousing+or+supply+chain+or+transportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
AU-2011205055-A1,High-resolution tracking of industrial process materials using trace incorporation of luminescent markers ,Datatracedna Pty Ltd,"Mark Bown, John Kraft, Anton Launikonis, Peter Osvath, Gerhard Frederick Swiegers",2005-05-10,2011-07-28,2011-08-18,,https://patents.google.com/patent/AU2011205055A1/en,
CN-117745430-A,RWA jewelry transaction method and system based on blockchain and NFT technology ,西安交通大学,"赵玺, 靳鹏飞, 霍嘉琪",2023-12-21,2023-12-21,2024-03-22,,https://patents.google.com/patent/CN117745430A/en,
US-2023274051-A1,Interactive Tool for Specifying Factor Relationships in Design Structure ,Jmp Statistical Discovery Llc,"Caleb Bridges King, Joseph Albert Morgan, Ryan Adam Lekivetz, Bradley Allen Jones, Jacob Davis Rhyne",2022-02-28,2022-08-04,2023-08-31,,https://patents.google.com/patent/US20230274051A1/en,https://patentimages.storage.googleapis.com/ab/32/eb/48d4dffee1b386/US20230274051A1-20230831-D00000.png
CN-117502380-A,Intelligent insect breeding system and insect breeding method ,茵塞普科技(深圳)有限公司,"余广滔, 庞程",2023-11-28,2023-11-28,2024-02-06,,https://patents.google.com/patent/CN117502380A/en,
ES-2312988-T3,SURVEILLANCE SYSTEM FOR THE HANDLING OF TICKETS AND COINS IN AN ESTABLISHMENT. ,Cashguard Ab,Leif Nordqvist,2003-04-04,2004-04-05,2009-03-01,2009-03-01,https://patents.google.com/patent/ES2312988T3/en,
CN-113534736-B,Automatic feeding control system and control method for onion production line ,"济宁市中蒜网络科技有限公司, 金乡县万福食品机械有限公司","邓云过, 田绍华, 王萍",2021-09-15,2021-09-15,2021-12-07,2021-12-07,https://patents.google.com/patent/CN113534736B/en,https://patentimages.storage.googleapis.com/8f/ef/e4/202ec51fa7911a/210914110701.png
JP-2024056149-A,Item sorting device ,トーヨーカネツ株式会社,"誠 山森, 嘉峰 佐藤",2022-09-29,2022-09-29,2024-04-23,,https://patents.google.com/patent/JP2024056149A/en,https://patentimages.storage.googleapis.com/fa/69/07/eadc57d130b280/2024056149000002.png
CN-117886043-A,Automated container handling system ,浙江菜鸟供应链管理有限公司,"徐剑, 刘杨, 刘业明, 孙黎杰, 孙欢",2022-10-09,2022-10-09,2024-04-16,,https://patents.google.com/patent/CN117886043A/en,
DE-202008007118-U1,"Storage system with feeding of feed to a destination storage, preferably high-bay warehouse in a picking ",Knapp Logistik Automation Gmbh,,2008-05-27,2008-05-27,2008-08-21,,https://patents.google.com/patent/DE202008007118U1/en,
US-2024142245-A1,Method and apparatus for extracting journeys from vehicle location trace data ,Here Global B.V.,"Basel HASHISHO, Bo Xu, Rohit Gupta, Reinhard Kohn, Sebastian Hendrik VAN DE HOEF",2022-10-31,2022-10-31,2024-05-02,,https://patents.google.com/patent/US20240142245A1/en,https://patentimages.storage.googleapis.com/c0/9f/9f/cea8bf81d314cb/US20240142245A1-20240502-D00000.png
US-11861441-B1,Spreading out electronics in an internet of things device for resiliency to environmental hazards ,"Trackonomy Systems, Inc.","Hendrik J. Volkerink, Ajay Khoche",2020-12-21,2021-12-21,2024-01-02,2024-01-02,https://patents.google.com/patent/US11861441B1/en,https://patentimages.storage.googleapis.com/a6/ab/e1/054be55938c246/US11861441-20240102-D00000.png
DE-102015218128-B4,Method for operating a blower device and blower device of a delivery device ,Koenig & Bauer Ag,"Karsten Grossmann, Volker Taschenberger, Michael Koch, Gunnar Tschacher",2015-09-22,2015-09-22,2021-06-10,2021-06-10,https://patents.google.com/patent/DE102015218128B4/en,https://patentimages.storage.googleapis.com/2a/91/da/cfcb3beaf26a89/DE102015218128B4_0001.png
US-11909655-B1,Systems and methods for selective deployment of experimental configurations to mutually exclusive groups ,Coupang Corp.,"Aldi TJAHJADI, ZhaoPing YAN, Ngoc-Lan Isabelle Phan, Jean-Baptiste RIEU",2022-08-09,2022-08-09,2024-02-20,2024-02-20,https://patents.google.com/patent/US11909655B1/en,https://patentimages.storage.googleapis.com/06/be/57/57c1a1b237d418/US11909655-20240220-D00000.png
CN-117742260-A,Flow shop scheduling method and device considering combined buffering and unmanned transportation ,天津大学,"毛照昉, 王威, 黄典, 方侃",2023-12-12,2023-12-12,2024-03-22,,https://patents.google.com/patent/CN117742260A/en,
US-2024153329-A1,Security surveillance and entry management system ,1Ahead Technologies,Ronald Carter,2020-10-14,2023-09-18,2024-05-09,,https://patents.google.com/patent/US20240153329A1/en,https://patentimages.storage.googleapis.com/aa/7d/8e/375df0172e8cb4/US20240153329A1-20240509-D00000.png
DE-3738052-A1,Method for storing and providing material to be processed for a production line and storing and provision system for carrying out the method ,Siemens Ag,"Olaf-Ragnar Dipl Ing Bolzmann, Peter Feldweg, Karl-Heinz Dipl Ing Hieber, Herbert Dipl Ing Schorer",1987-11-09,1987-11-09,1989-05-24,,https://patents.google.com/patent/DE3738052A1/en,
AU-2001272201-A1,A card system ,"Erg R & D Pty Ltd, Octopus Cards Limited","Michael Edward Abbiss, Ian Ronald Anderson, Brian Chambers, Glyn Gregory Horne Denison",2000-07-13,2001-07-13,2002-05-02,,https://patents.google.com/patent/AU2001272201A1/en,
ZA-200300240-B,A card system. ,Ergr & D Pty Ltd,"Anderson Ian Ronald, Abbiss Michael Edward, Glyn Denison, Horne Gregory",2000-07-13,2003-01-09,2004-05-26,,https://patents.google.com/patent/ZA200300240B/en,
CN-117726255-A,Remote monitoring method and system for cargo transportation state ,智联万维科技有限公司,"张英志, 郑寒芬, 吕兆丰, 陈星光, 谢喆, 叶峰, 陈虎, 关小琳",2024-02-07,2024-02-07,2024-03-19,,https://patents.google.com/patent/CN117726255A/en,
US-2024125888-A1,"Method, apparatus, and system for wireless human and non-human motion detection ","Guozhen Zhu, Beibei Wang, Yuqian HU, Chenshu Wu, Xiaolu ZENG, K.J. Ray LIU, Oscar Chi-Lim Au","Guozhen Zhu, Beibei Wang, Yuqian HU, Chenshu Wu, Xiaolu ZENG, K.J. Ray LIU, Oscar Chi-Lim Au",2021-10-06,2023-12-20,2024-04-18,,https://patents.google.com/patent/US20240125888A1/en,https://patentimages.storage.googleapis.com/2f/b9/f9/ebb9591e144f74/US20240125888A1-20240418-D00000.png
CN-117657573-A,Labeling equipment ,深圳市维密科技有限公司,陈志辉,2024-01-12,2024-01-12,2024-03-08,,https://patents.google.com/patent/CN117657573A/en,
US-11651535-B2,Interactive graphical user interface for monitoring computer models ,Sas Institute Inc.,"Terisa Roberts, Vipul Manoj Katiyar, Amol Kishor Malani",2020-11-16,2022-07-08,2023-05-16,2023-05-16,https://patents.google.com/patent/US11651535B2/en,https://patentimages.storage.googleapis.com/97/b3/26/50dd501e796265/US11651535-20230516-D00000.png
KR-20240065396-A,"The measures, technique, equipment, method, system of safety, works, construction, manufacture ",주식회사 한국산업기술원,정하익,,2024-04-23,2024-05-14,,https://patents.google.com/patent/KR20240065396A/en,
US-2023196459-A1,"System and method for generating, processing, and ledgering extensible carbon objects for carbon offset and transfer and carbon application programming interface ","Carbon Finance Labs, Llc","Nick GOGERTY, Jonathan Hollander, David Ungar",2021-09-22,2022-09-22,2023-06-22,,https://patents.google.com/patent/US20230196459A1/en,https://patentimages.storage.googleapis.com/bd/78/6f/45bc5d55b2fe15/US20230196459A1-20230622-D00000.png
KR-100386334-B1,Electric commerce method of paper box ,유명이,이종수,2000-04-17,2000-04-17,2003-06-02,2003-06-02,https://patents.google.com/patent/KR100386334B1/en,
DE-102015218146-B4,Delivery device and method for operating a delivery device ,Koenig & Bauer Ag,"Jens Bellmann, Karsten Grossmann, Volker Taschenberger",2015-09-22,2015-09-22,2021-05-27,2021-05-27,https://patents.google.com/patent/DE102015218146B4/en,https://patentimages.storage.googleapis.com/58/02/c6/5953aa42641068/DE102015218146B4_0003.png
KR-20240063083-A,"The measures, technique, equipment, method, system of safety, works, construction, manufacture ",주식회사 한국산업기술원,정하익,,2024-04-23,2024-05-09,,https://patents.google.com/patent/KR20240063083A/en,
CN-115857902-A,Low code system based on data middling station and service middling station and working method thereof ,中国船舶重工集团公司第七一八研究所,"王隆, 程丽娟, 佘士耀, 石晓婷, 郭非, 袁芳芳",2022-10-24,2022-10-24,2023-03-28,,https://patents.google.com/patent/CN115857902A/en,https://patentimages.storage.googleapis.com/b2/14/e0/bf8fcb6d0aa9f7/HDA0003904195770000011.png
DE-10252112-A1,Computer-based capacity planning method and system for complex products such as motor vehicles in which supplier and producer systems are linked together to prevent bottlenecks and ensure continuity of supply ,Volkswagen Ag,"Gustav Achtermann, Michael Denecke, Georg Richartz, Albert Ritter",2001-11-16,2002-11-08,2003-06-05,,https://patents.google.com/patent/DE10252112A1/en,
AU-2001272201-B2,A card system ,"Erg R & D Pty Ltd, Octopus Cards Limited","Michael Edward Abbiss, Ian Ronald Anderson, Brian Chambers, Glyn Gregory Horne Denison",2000-07-13,2001-07-13,2007-08-02,2007-08-02,https://patents.google.com/patent/AU2001272201B2/en,
EP-1236183-A2,Improvements in or relating to applications of fractal and/or chaotic techniques ,Durand Technology Limited,"William Nevil Heaton Johnson, Jonathan M. Fac. ComputingSc. &amp; Eng. BLACKLEDGE, Bruce Lawrence John Murray",1999-12-10,2000-12-11,2002-09-04,,https://patents.google.com/patent/EP1236183A2/en,
WO-2007098930-A1,Method and communication arrangement for transmitting data between at least two participants in a transportation material or passenger transportation process ,Act Aviation Centre Of Technology Gmbh,Stefan Alexander Ganskow,2006-02-24,2007-02-23,2007-09-07,,https://patents.google.com/patent/WO2007098930A1/en,
CN-112762979-B,Dual sensor ,Vega格里沙贝两合公司,克莱门斯·亨斯特勒,2019-10-21,2020-10-19,2024-03-15,2024-03-15,https://patents.google.com/patent/CN112762979B/en,
US-2024163655-A1,Semantic Sensing System ,"Lucomm Technologies, Inc.",Lucian Cristache,,2023-12-22,2024-05-16,,https://patents.google.com/patent/US20240163655A1/en,https://patentimages.storage.googleapis.com/81/64/9b/ebf03e54da956e/US20240163655A1-20240516-D00000.png
US-2024144219-A1,Payment Processor System ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2023-12-19,2024-05-02,,https://patents.google.com/patent/US20240144219A1/en,https://patentimages.storage.googleapis.com/aa/ad/e6/0263a71d84010b/US20240144219A1-20240502-D00000.png
CN-116331704-A,Transfer device and warehouse system ,深圳市海柔创新科技有限公司,陈叶广,2021-12-22,2021-12-22,2023-06-27,,https://patents.google.com/patent/CN116331704A/en,https://patentimages.storage.googleapis.com/d0/00/4a/36859c944b5ea7/HDA0003425555040000011.png
US-11864058-B1,Flexible tracking device for cables and equipment ,"Trackonomy Systems, Inc.","Hendrik J Volkerink, Ajay Khoche",2020-10-04,2021-10-04,2024-01-02,2024-01-02,https://patents.google.com/patent/US11864058B1/en,https://patentimages.storage.googleapis.com/03/ae/dd/c8de64dba264e8/US11864058-20240102-D00000.png
CN-115271368-A,Storage stacking and scheduling optimization method for electric energy meter ,云南电网有限责任公司,"杨晓华, 赵永辉, 茶建华, 任建宇, 杨茗, 杨子阳, 李家浩, 慕磊, 吴凯松",2022-06-30,2022-06-30,2022-11-01,,https://patents.google.com/patent/CN115271368A/en,https://patentimages.storage.googleapis.com/b5/a1/b8/832589215ccc6c/HDA0003724162470000011.png
CN-114580991-A,"Conveyance management device, conveyance management system, conveyance management method, and storage medium ",丰田自动车株式会社,"柳桥孝明, 冈野隆宏, 高岛亨, 清上博章, 宫原谦太, 谷川洋平",2020-11-30,2021-09-15,2022-06-03,,https://patents.google.com/patent/CN114580991A/en,https://patentimages.storage.googleapis.com/d0/e5/8c/0c5c3b28c37982/HDA0003263657610000011.png
LV-14313-B,Method and system for an electronic audit of financial and economic activity in the real time ,"Mihails Kožins, Julija Mališeva","Mihails Kožins, Julija Mališeva, Aleksandr Myasoyedov, Mihail Mayorov, Pjotrs Kijonoks, Sergey Potashyev, Normunds Lācis",2011-01-18,2011-01-18,2011-05-20,,https://patents.google.com/patent/LV14313B/en,
US-11916651-B1,Managing satellite communications in flexible form factors ,"Trackonomy Systems, Inc.","Hendrik J. Volkerink, Ajay Khoche",2019-07-08,2021-10-04,2024-02-27,2024-02-27,https://patents.google.com/patent/US11916651B1/en,https://patentimages.storage.googleapis.com/a1/0b/12/c49142ce093f69/US11916651-20240227-D00000.png
KR-20020026630-A,"A business information management method and therein system using of enterprise resource planning, groupware and video conference ","김인한, (주)한국산업데이타베이스",김인한,2000-10-02,2000-10-02,2002-04-12,,https://patents.google.com/patent/KR20020026630A/en,
US-2024133284-A1,Drilling operations framework ,Schlumberger Technology Corporation,"Kewen SUN, Chao Mu, Tao Yu, Graeme Paterson",,2023-10-18,2024-04-25,,https://patents.google.com/patent/US20240133284A1/en,https://patentimages.storage.googleapis.com/9c/10/08/1c0f574c56edaa/US20240133284A1-20240425-D00000.png
CN-115568378-A,Tremella bag cultivation production technology system ,古田县食用菌产业发展中心,不公告发明人,2022-07-16,2022-10-22,2023-01-06,,https://patents.google.com/patent/CN115568378A/en,https://patentimages.storage.googleapis.com/19/52/3a/95e23d540ba2ae/220716124841.png
US-2024020716-A1,Machine Learning Based Federated Learning with Hierarchical Modeling Hotel Upsell ,Oracle International Corporation,"Andrew Vakhutinsky, Jorge Luis Rivero PEREZ, Kirby BOSCH, Recep Yusuf BEKCI",2022-07-14,2022-10-25,2024-01-18,,https://patents.google.com/patent/US20240020716A1/en,https://patentimages.storage.googleapis.com/2a/a8/97/803eded83f50c3/US20240020716A1-20240118-D00000.png
KR-20220027827-A,"Method, apparatus and computer readable medium for transaction management across multiple heterogeneous computing networks ",시커런시 인크,"조지 도니, 일리야 시카포",2019-04-29,2020-04-29,2022-03-08,,https://patents.google.com/patent/KR20220027827A/en,https://patentimages.storage.googleapis.com/69/92/2a/a5854f2855c5e1/pct00001.png
EP-4186824-A1,Storage and removal system and method for operating a storage and removal system ,Gebhardt Fördertechnik GmbH,"Marco Gebhardt, Thomas Klopfenstein",2021-11-30,2022-11-08,2023-05-31,,https://patents.google.com/patent/EP4186824A1/en,https://patentimages.storage.googleapis.com/60/e0/16/e59467138d9990/imgf0001.png
CN-114092260-A,Renewable resource intelligent management system and online transaction system thereof ,浙江玖一再生供应链科技有限公司,"陈瑞贵, 刘宁宁, 赵丕侃",2021-12-14,2021-12-14,2022-02-25,,https://patents.google.com/patent/CN114092260A/en,https://patentimages.storage.googleapis.com/0c/77/1b/2d9dc25f4df8f9/HDA0003411117940000011.png
CN-207000206-U,A kind of charging device for transfer car(buggy) ,平湖拓伟思自动化设备有限公司,"顾晓健, 胡俊, 王如冈",2017-07-13,2017-07-13,2018-02-13,2018-02-13,https://patents.google.com/patent/CN207000206U/en,
CN-117842900-A,Intelligent goods stacking device for unmanned storage and application method thereof ,上海通贸国际供应链管理有限公司,"郭鸿祥, 张韬, 严小荃",2023-12-15,2023-12-15,2024-04-09,,https://patents.google.com/patent/CN117842900A/en,
US-2024160956-A1,A method and apparatus for displaying categorized carbon emissions ,Pitt-Ohio,Justine A. Russo,,2022-11-07,2024-05-16,,https://patents.google.com/patent/US20240160956A1/en,https://patentimages.storage.googleapis.com/e3/22/c1/c0212e5e722b9d/US20240160956A1-20240516-D00000.png
CN-219487585-U,Movable refrigerator wagon box based on solar power supply ,陕西中晟伊诺新能源设备有限公司,杨亚妮,2023-03-21,2023-03-21,2023-08-08,2023-08-08,https://patents.google.com/patent/CN219487585U/en,
WO-0073929-A2,"A system, method, and article of manufacture for effectively conveying which components of a system are required for implementation of technology ",Accenture Llp,"Michael F. Guheen, James D. Mitchell, James J. Barrese",1999-05-27,2000-05-24,2000-12-07,,https://patents.google.com/patent/WO2000073929A2/en,
CN-117163530-A,Transmission underlying type cold chain logistics storage intelligent sorting device ,上海申链机器人科技有限公司,"高嵩, 王禕平, 黄晓明",2023-09-18,2023-09-18,2023-12-05,,https://patents.google.com/patent/CN117163530A/en,
BR-102018009172-A2,"scda: automated loading and unloading system for semi-trailers or trailers, combined or not, single or multi-floor ",Lisboa Pereira Alberto,Lisboa Pereira Alberto,2018-05-04,2018-05-04,2019-11-19,,https://patents.google.com/patent/BR102018009172A2/en,
CN-114190925-A,Motion state risk detection system and method ,"首都体育学院, 北极星云空间技术股份有限公司","周志雄, 黄小梅, 王刚, 李力, 刘晓然",2021-11-23,2021-11-23,2022-03-18,,https://patents.google.com/patent/CN114190925A/en,https://patentimages.storage.googleapis.com/c2/b0/47/872e250f24d586/HDA0003370391840000011.png
AU-2024200003-A1,"OrcHiFi is a block chain facility and devices to more robustly orchestrate data operations (with variations in time, space and other needs) from multiple different remote or local sources into potentially multiple different paths and or outcomes in a highly systematic and therefore more risk-assessable way. ","Cripps Clark, Julianne Mary",Julianne Cripps Clark,2020-06-22,2024-01-02,2024-02-08,,https://patents.google.com/patent/AU2024200003A1/en,
US-2024121080-A1,Cryptographic key generation using machine learning ,"CoinCircle, Inc.","Erick Stephen Miller, Koutarou Maruyama",2022-10-07,2023-10-04,2024-04-11,,https://patents.google.com/patent/US20240121080A1/en,https://patentimages.storage.googleapis.com/89/8c/b2/9f29d332bf9f0d/US20240121080A1-20240411-D00000.png
CN-114253229-B,AGV-based flexible conveying system and conveying method ,云南昆船智能装备有限公司,"杨文华, 田华亭, 董海英, 李元勇, 段东昌, 王宇轩, 李兵, 马贤朋, 罗蒙, 孙志斌, 钱鸿顺, 陈鹏",2021-11-25,2021-11-25,2023-12-05,2023-12-05,https://patents.google.com/patent/CN114253229B/en,
CN-115330375-A,"Method, device, equipment and storage medium for managing and controlling logistics package ",上海东普信息科技有限公司,刘超,2022-08-19,2022-08-19,2022-11-11,,https://patents.google.com/patent/CN115330375A/en,https://patentimages.storage.googleapis.com/fe/07/72/45ad15c33249e2/HDA0003807172200000011.png
CN-218432260-U,Storage logistics moving and carrying goods shelf ,天津鸿辰智云智能科技有限公司,闫国亮,2022-09-06,2022-09-06,2023-02-03,2023-02-03,https://patents.google.com/patent/CN218432260U/en,https://patentimages.storage.googleapis.com/ad/9c/8c/5051134c7319c6/HDA0003834191110000011.png
WO-2005034043-A2,Method and device for preparing a mail ,Deutsche Post Ag,"Bernd Meyer, Jürgen DR. LANG",2003-09-26,2004-09-16,2005-04-14,,https://patents.google.com/patent/WO2005034043A2/en,
WO-0073958-A2,"Methods, concepts and technology for dynamic comparison of product features and customer profile ",Accenture Llp,"Michael F. Guheen, James D. Mitchell, James J. Barrese",1999-05-27,2000-05-24,2000-12-07,,https://patents.google.com/patent/WO2000073958A2/en,
US-11715063-B1,Apparatus and method for providing integrated logistics products management service to provide electronic shipment certificate ,"Willog Co., Ltd.","Sung Hoon Bae, Ji Hyun YUN",2022-02-03,2022-08-18,2023-08-01,2023-08-01,https://patents.google.com/patent/US11715063B1/en,https://patentimages.storage.googleapis.com/40/3c/0c/d61c3a91f85f4c/US11715063-20230801-D00000.png
CN-116495283-A,Logistics packaging equipment and method ,浙江菜鸟供应链管理有限公司,"蔡军, 何鑫",2022-09-21,2022-09-21,2023-07-28,,https://patents.google.com/patent/CN116495283A/en,
EP-0667489-A2,Method and device for processing waste materials before their incineration ,Entsorgung Dortmund GmbH,"Christian Hoppe, Klaus Stadie",1994-02-09,1995-02-08,1995-08-16,,https://patents.google.com/patent/EP0667489A2/en,https://patentimages.storage.googleapis.com/39/59/cc/e30276c1cde3fc/imgf0001.png
AU-2021104364-A4,Utilization of internet of things to optimize the human task in an industry 4.0 context ,"Shahanawaj Ahamad, Syeda Farhath Begum, Raja Rao Cheela, Mazher Sarfaraz Khan, K. Lavanya, Amairullah Khan Lodhi, B. Madhavi, Syeda Husna Mehanoor, Ashwala Mohan, C.Hari Prasad, Mohammad Sanaullah Qaseem, Priyadarsini R., K. Raju, O. Ravinder, Dundati Karunakar Reddy, K. Shashidhar, Shavali, T.K.Shaik, K. Suseela","Shahanawaj Ahamad, Syeda Farhath Begum, Raja Rao Cheela, Mazher Sarfaraz Khan, K. Lavanya, Amairullah Khan Lodhi, B. Madhavi, Syeda Husna Mehanoor, Ashwala Mohan, C.Hari Prasad, Mohammad Sanaullah Qaseem, Priyadarsini R., K. Raju, O. Ravinder, Dundati Karunakar Reddy, K. Shashidhar, T. K. Shaik Shavali, K. Suseela",2021-07-21,2021-07-21,2022-04-21,2022-04-21,https://patents.google.com/patent/AU2021104364A4/en,
CN-107264330-A,Charging device for transfer car(buggy) ,平湖拓伟思自动化设备有限公司,"顾晓健, 胡俊, 王如冈",2017-07-13,2017-07-13,2017-10-20,,https://patents.google.com/patent/CN107264330A/en,
CN-218055248-U,High-efficient transfer device that warehouse commodity circulation used ,山东冰鸟供应链管理有限公司,刘湖山,2022-09-12,2022-09-12,2022-12-16,2022-12-16,https://patents.google.com/patent/CN218055248U/en,https://patentimages.storage.googleapis.com/01/bc/0f/b0a00f83c9fd74/HDA0003841912660000011.png
CN-117519132-A,Path planning method and device based on port unmanned integrated card ,东风商用车有限公司,"闫名慧, 何凯, 刘劲松, 孙权, 杨春",2023-10-19,2023-10-19,2024-02-06,,https://patents.google.com/patent/CN117519132A/en,
JP-H11130066-A,Mounting apparatus for bar code mounting tool for pallet ,"Niigata Eng Co Ltd, 株式会社新潟鉄工所","Masahito Kenmotsu, 雅人 監物, Yuji Hayase, 雄司 早瀬",1997-10-30,1997-10-30,1999-05-18,,https://patents.google.com/patent/JPH11130066A/en,
WO-03060786-A2,"Loan management system accommodated to collateral valuation, loan management device, and loan management method ",Ufj Bank Limited,"Shin Mizutani, Mitsuhiro Kinbara, Nobutake Suzuki",2002-01-11,2002-12-25,2003-07-24,,https://patents.google.com/patent/WO2003060786A2/en,
WO-2021095057-A1,"System and process to trace, identify authenticity and availability of products ",Bharuwa Solutions Private Limited,Acharya Balkrishna,2019-11-14,2020-11-13,2021-05-20,,https://patents.google.com/patent/WO2021095057A1/en,
WO-0116725-A2,"A system, method and article of manufacture for managing information in a development architecture framework ",Accenture Llp,Michel K. Bowman-Amuah,1999-08-31,2000-08-31,2001-03-08,,https://patents.google.com/patent/WO2001016725A2/en,
US-7813993-B1,Method and apparatus for scheduling a resource ,"Advanced Micro Devices, Inc.","Larry D. Barto, Yiwei Li, Steven C. Nettles, H. Van Dyke Parunak",2002-08-30,2002-08-30,2010-10-12,2010-10-12,https://patents.google.com/patent/US7813993B1/en,https://patentimages.storage.googleapis.com/c9/ed/d5/95e2fdf69d95fe/US07813993-20101012-D00000.png
US-6904329-B1,Method and apparatus for generating a multi-dimensional cost function ,"Advanced Micro Devices, Inc.","Larry D. Barto, Yiwei Li, Steven C. Nettles, H. Van Dyke Parunak",2002-08-30,2002-08-30,2005-06-07,2005-06-07,https://patents.google.com/patent/US6904329B1/en,https://patentimages.storage.googleapis.com/db/6c/b5/4dad52552f5e14/US06904329-20050607-D00000.png
US-7127310-B1,Method and apparatus for determining cost functions using parameterized components ,"Advanced Micro Devices, Inc.","Larry D. Barto, Yiwei Li, Steven C. Nettles, H. Van Dyke Parunak",2002-08-30,2002-08-30,2006-10-24,2006-10-24,https://patents.google.com/patent/US7127310B1/en,https://patentimages.storage.googleapis.com/aa/b5/d0/a7656ab9e22f2e/US07127310-20061024-D00000.png
US-7069097-B1,Method and apparatus for reducing scheduling conflicts for a resource ,"Advanced Micro Devices, Inc.","Larry D. Barto, Yiwei Li, Steven C. Nettles, H. Van Dyke Parunak",2002-08-30,2002-08-30,2006-06-27,2006-06-27,https://patents.google.com/patent/US7069097B1/en,https://patentimages.storage.googleapis.com/da/0f/de/2fd30a153d4685/US07069097-20060627-D00000.png
WO-0070519-A2,Network accessible quotation and shipping system ,"From2.Com, Inc.","Leon S. Falic, Gary M. Goldfarb, Robert E. Redlhammer",1999-05-17,2000-05-12,2000-11-23,,https://patents.google.com/patent/WO2000070519A2/en,
CN-117754359-A,Intelligent processing system and processing method for production line ,宁波智能制造技术研究院有限公司,"邓华伟, 吴俊强, 刘付钦, 张奕晨, 张时宇, 肖勇",2023-12-28,2023-12-28,2024-03-26,,https://patents.google.com/patent/CN117754359A/en,
CA-2406421-C,Method for a health care solution framework ,"Accenture Llp, Kevin W. Carley, Lisa Marie Harrington, Jennifer Dikeman, Megan Moody, Mary Michelle Gregory, Anderson Consulting Llp, Accenture Global Services Gmbh, Accenture International Sarl, Accenture Global Services Limited","Kevin W. Carley, Lisa Marie Harrington, Jennifer Dikeman, Megan Moody, Mary Michelle Gregory",2000-04-13,2001-04-13,2012-02-21,2012-02-21,https://patents.google.com/patent/CA2406421C/en,
CN-115759893-A,Cross-chain logistics business management method and device and electronic equipment ,北京市农林科学院信息技术研究中心,"孙传恒, 杨晓虎, 邢斌, 罗娜, 徐大明",2023-01-06,2023-01-06,2023-03-07,,https://patents.google.com/patent/CN115759893A/en,https://patentimages.storage.googleapis.com/60/43/40/1db38af9fcbe60/221222133309.png
WO-2023101371-A1,Device and method for performing quantum secure direct communication with reduced complexity in quantum communication system ,엘지전자 주식회사,"안병규, 이상림, 이호재, 김자영",2021-12-01,2022-11-29,2023-06-08,,https://patents.google.com/patent/WO2023101371A1/en,https://patentimages.storage.googleapis.com/82/85/45/19b4627f5cfc11/PCTKR2022019111-appb-img-000007.png
US-6782302-B1,Method and apparatus for scheduling workpieces with compatible processing requirements ,"Advanced Micro Devices, Inc.","Larry D. Barto, Yiwei Li, Steven C. Nettles, H. Van Dyke Parunak",2002-08-30,2002-08-30,2004-08-24,2004-08-24,https://patents.google.com/patent/US6782302B1/en,https://patentimages.storage.googleapis.com/0f/4e/85/d38c32d1f15589/US06782302-20040824-D00000.png
EP-3861891-B1,Storage and picking system ,"SMARK GmbH, Bizerba SE & Co. KG","Philipp Hoening, Maximilian Ittermann",2016-12-12,2016-12-12,2024-01-31,2024-01-31,https://patents.google.com/patent/EP3861891B1/en,https://patentimages.storage.googleapis.com/9b/55/24/7c6aceda556ffe/imgf0001.png
CN-217497374-U,"Get fortune robot, warehouse system and letter sorting processing system ",深圳市海柔创新科技有限公司,"付小康, 欧阳文博",2022-04-25,2022-04-25,2022-09-27,2022-09-27,https://patents.google.com/patent/CN217497374U/en,https://patentimages.storage.googleapis.com/11/7b/c4/f9db97a60b71e8/HDA0003614841050000011.png
CN-214877555-U,Be applied to automatic handling device of commodity circulation real estate ,陈凝嫣,陈凝嫣,2021-07-19,2021-07-19,2021-11-26,2021-11-26,https://patents.google.com/patent/CN214877555U/en,https://patentimages.storage.googleapis.com/c0/01/5d/7f31047ecdd169/HDA0003168571870000011.png
US-11900195-B2,Tearing to turn on wireless node with multiple cutouts for re-use ,"Trackonomy Systems, Inc.","Hendrik J Volkerink, Ajay Khoche",2020-07-24,2021-07-26,2024-02-13,2024-02-13,https://patents.google.com/patent/US11900195B2/en,https://patentimages.storage.googleapis.com/b7/e4/9a/1c656f0308d539/US11900195-20240213-D00000.png
CN-116897323-A,System and method for providing short-term dispatch decisions for operating multiple resources involved in multiple production processes with consideration of long-term objectives ,西门子股份公司,"R·芬克, C·戈特沙尔克",2021-02-25,2022-02-21,2023-10-17,,https://patents.google.com/patent/CN116897323A/en,
US-5925514-A,Apparatus for testing for infection by a retrovirus ,The Regents Of The University Of California,"Scott P. Layne, Tony J. Beugelsdijk",1996-12-10,1996-12-10,1999-07-20,1999-07-20,https://patents.google.com/patent/US5925514A/en,https://patentimages.storage.googleapis.com/f4/3b/ca/a0df6a55fe31a9/US5925514-drawings-page-2.png
CN-217398362-U,Stacker for logistics storage ,昆山固立德自动化设备有限公司,吕平仲,2022-01-28,2022-01-28,2022-09-09,2022-09-09,https://patents.google.com/patent/CN217398362U/en,https://patentimages.storage.googleapis.com/5a/44/08/c0fa3c4898f646/HDA0003494331990000011.png
